parental genotype,generation,dob,exposure,concentration (ug/L),transgene (Y/N),plate,well,hatched (dpf),missing,mortality (dpf),deformity (dpf),heart rate (bpm),"1dpf Mean [GFP 469,525]","1dpf Min [GFP 469,525]","1dpf Max [GFP 469,525]","1dpf Std Dev [GFP 469,525]","1dpf CV [GFP 469,525]","1dpf Saturated Pixels Pct [GFP 469,525]","1dpf Total Intensity [GFP 469,525]","2dpf Mean [GFP 469,525]","2dpf Min [GFP 469,525]","2dpf Max [GFP 469,525]","2dpf Std Dev [GFP 469,525]","2dpf CV [GFP 469,525]","2dpf Saturated Pixels Pct [GFP 469,525]","2dpf Total Intensity [GFP 469,525]","3dpf Mean [GFP 469,525]","3dpf Min [GFP 469,525]","3dpf Max [GFP 469,525]","3dpf Std Dev [GFP 469,525]","3dpf CV [GFP 469,525]","3dpf Saturated Pixels Pct [GFP 469,525]","3dpf Total Intensity [GFP 469,525]","4dpf Mean [GFP 469,525]","4dpf Min [GFP 469,525]","4dpf Max [GFP 469,525]","4dpf Std Dev [GFP 469,525]","4dpf CV [GFP 469,525]","4dpf Saturated Pixels Pct [GFP 469,525]","4dpf Total Intensity [GFP 469,525]","5dpf Mean [GFP 469,525]","5dpf Min [GFP 469,525]","5dpf Max [GFP 469,525]","5dpf Std Dev [GFP 469,525]","5dpf CV [GFP 469,525]","5dpf Saturated Pixels Pct [GFP 469,525]","5dpf Total Intensity [GFP 469,525]","6dpf Mean [GFP 469,525]","6dpf Min [GFP 469,525]","6dpf Max [GFP 469,525]","6dpf Std Dev [GFP 469,525]","6dpf CV [GFP 469,525]","6dpf Saturated Pixels Pct [GFP 469,525]","6dpf Total Intensity [GFP 469,525]","7dpf Mean [GFP 469,525]","7dpf Min [GFP 469,525]","7dpf Max [GFP 469,525]","7dpf Std Dev [GFP 469,525]","7dpf CV [GFP 469,525]","7dpf Saturated Pixels Pct [GFP 469,525]","7dpf Total Intensity [GFP 469,525]","8dpf Mean [GFP 469,525]","8dpf Min [GFP 469,525]","8dpf Max [GFP 469,525]","8dpf Std Dev [GFP 469,525]","8dpf CV [GFP 469,525]","8dpf Saturated Pixels Pct [GFP 469,525]","8dpf Total Intensity [GFP 469,525]","9dpf Mean [GFP 469,525]","9dpf Min [GFP 469,525]","9dpf Max [GFP 469,525]","9dpf Std Dev [GFP 469,525]","9dpf CV [GFP 469,525]","9dpf Saturated Pixels Pct [GFP 469,525]","9dpf Total Intensity [GFP 469,525]","10dpf Mean [GFP 469,525]","10dpf Min [GFP 469,525]","10dpf Max [GFP 469,525]","10dpf Std Dev [GFP 469,525]","10dpf CV [GFP 469,525]","10dpf Saturated Pixels Pct [GFP 469,525]","10dpf Total Intensity [GFP 469,525]"
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,A2,3,,13,,,,,,,,,,,,,,,,,1835,1,46015,2273,123.847,0,4077012748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886,1,65504,4266,226.172,0.027,4189734880,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,A3,3,,14,,,,,,,,,,,,,,,,,1525,1,23753,1741,114.125,0,3388222979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,1,65504,5869,304.184,0.152,4285786836,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,15,A4,3,,,,,,,,,,,,,,,,,,,2012,1,26406,2353,116.923,0,4469702077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,B1,3,,12,,,,,,,,,,,,,,,,,1716,1,47449,2020,117.739,0,3811387805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,1,65504,2783,168.875,0,3660161469,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,B2,3,,,,,,,,,,,,,,,,,,,1507,1,47459,2098,139.205,0,3348335967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548,1,65504,6297,247.133,0.131,5659722356,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,B3,3,,,,,,,,,,,,,,,,,,,2598,1,37399,3885,149.537,0,5771744592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,1,65504,5351,242.131,0.108,4909338522,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,B4,3,,,,,,,,,,,,,,,,,,,2467,1,35267,3269,132.511,0,5480750702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704,1,65504,6287,232.513,0.135,6006179456,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,C1,3,,14,,,,,,,,,,,,,,,,,2041,1,37697,2112,103.475,0,4533632734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,1,65504,5184,262.64,0.129,4384928416,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,15,C2,3,,,,,,,,,,,,,,,,,,,1543,1,32837,1572,101.88,0,3426731513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,1,65504,6854,301.229,0.259,5054352643,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,15,C3,3,,,,,,,,,,,,,,,,,,,1649,1,23956,1435,87.027,0,3663943237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970,1,65504,8962,301.702,0.416,6598561803,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,15,C4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2878,1,65504,7536,261.813,0.261,6393678884,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,16,A1,3,,13,,,,,,,,,,,,,,,,,2174,1,42720,2485,114.302,0.001,4829757483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373,1,65504,5389,227.081,0.124,5271679644,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,16,A2,3,,,,,,,,,,,,,,,,,,,2514,1,23839,2989,118.912,0,5584290654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,16,A3,2,,14,,,,,,,,,,,,,,,,,2092,1,32994,3051,145.858,0,4646617834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,,16,A4,3,,12,,,,,,,,,,,,,,,,,1918,1,19413,1648,85.917,0,4260722834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,16,B1,3,,,,,,,,,,,,,,,,,,,2707,1,44123,3448,127.374,0,6013342254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,16,B2,3,,,,,,,,,,,,,,,,,,,1472,1,19189,1277,86.781,0,3269640709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,1,65504,5608,310.929,0.159,4006749422,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,16,B3,3,,,,,,,,,,,,,,,,,,,2696,1,38349,3591,133.197,0,5988307267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,1,65504,8185,272.038,0.319,6683900834,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,16,B4,3,,14,,,,,,,,,,,,,,,,,2237,1,35720,2355,105.273,0,4968381838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386,1,65504,6391,267.879,0.147,5299938394,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,16,C1,3,,14,,,,,,,,,,,,,,,,,2416,1,30605,3173,131.333,0,5367243348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,16,C2,3,,,,,,,,,,,,,,,,,,,2096,1,32562,3593,171.48,0,4655027446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2410,1,65504,6019,249.741,0.14,5353554958,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,16,C3,3,,,,,,,,,,,,,,,,,,,1730,1,24080,2036,117.716,0,3842708369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,1,65504,7434,318.73,0.276,5181165718,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,16,C4,3,,13,,,,,,,,,,,,,,,,,3031,1,41600,4663,153.836,0,6733773168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,,17,A1,3,,8,,,,,,,,,,,,,,,,,1621,1,28071,2852,175.904,0,3601724450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,,17,A2,3,,8,,,,,,,,,,,,,,,,,1894,1,48759,2660,140.401,0.055,4208170600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,17,A3,3,,13,,,,,,,,,,,,,,,,,2663,1,46691,4389,164.823,0,5914555246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,1,65504,5916,332.34,0.163,3954041832,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,17,A4,3,,14,,,,,,,,,,,,,,,,,1784,1,31734,2047,114.728,0,3963046544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270,1,65504,5849,257.594,0.129,5043539839,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,17,B1,3,,13,,,,,,,,,,,,,,,,,2045,1,38036,3360,164.268,0,4543597449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,1,65504,6102,276.986,0.178,4893508827,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,17,B2,3,,,,,,,,,,,,,,,,,,,1945,1,32497,2915,149.834,0,4320969389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193,1,65504,5068,231.084,0.08,4871704876,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,17,B3,3,,,,,,,,,,,,,,,,,,,2496,1,44779,3804,152.391,0,5545525503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,17,B4,3,,14,,,,,,,,,,,,,,,,,1886,1,37998,2183,115.732,0,4189160026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134,1,65504,4995,234.13,0.088,4739405731,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,17,C1,3,,,,,,,,,,,,,,,,,,,2655,1,38786,3422,128.919,0,5897109517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616,1,65504,5693,217.574,0.146,5812129889,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,17,C2,3,,,,,,,,,,,,,,,,,,,2645,1,35762,3632,137.348,0,5874926249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,17,C3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494,1,65504,4886,195.902,0.053,5540206941,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,17,C4,3,,14,,,,,,,,,,,,,,,,,2507,1,39923,3594,143.388,0,5568062408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924,1,65504,5163,268.322,0.096,4274164970,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,A1,3,,,,,,,,,,,,,,,,,,,1494,1,14444,1193,79.865,0.001,3318177615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,1,65504,5850,473.307,0.119,2745816296,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,A2,3,,14,,,,,,,,,,,,,,,,,2094,1,31186,2538,121.171,0,4652265843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1,65504,5945,457.477,0.167,2886948057,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,,18,A3,3,,12,7,,,,,,,,,,,,,,,,2260,1,48023,3643,161.205,0,5020312779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,A4,3,,,,,,,,,,,,,,,,,,,1596,1,20606,1378,86.351,0,3545749502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,1,65504,7095,379.965,0.21,4147719417,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,B1,3,,14,,,,,,,,,,,,,,,,,1683,1,23353,1322,78.571,0.013,3738778627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532,1,65504,5524,360.669,0.021,3402097361,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,B2,3,,14,,,,,,,,,,,,,,,,,2378,1,33643,3092,130.019,0,5282312416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,1,65504,6167,378.804,0.121,3616713500,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,B3,3,,,,,,,,,,,,,,,,,,,1531,1,25677,1349,88.134,0,3400259394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402,1,65504,6843,488.211,0.251,3113391680,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,B4,3,,14,,,,,,,,,,,,,,,,,1711,1,19029,1649,96.372,0,3800112385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,C1,3,,,,,,,,,,,,,,,,,,,2370,1,43506,3277,138.302,0,5264107505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,1,65504,6668,337.772,0.193,4385282748,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,18,C2,3,,13,,,,,,,,,,,,,,,,,2255,1,37092,3789,168.035,0,5009561030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,1,65504,4892,336.873,0.039,3225627670,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,18,C3,3,,14,,,,,,,,,,,,,,,,,2205,1,36388,3000,136.066,0,4897782752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,1,65504,7053,357.473,0.228,4382641838,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,18,C4,3,,14,,,,,,,,,,,,,,,,,1901,1,35163,2424,127.51,0,4222535421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,1,65504,6132,367.703,0.165,3704211288,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,19,A1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,1601,1,37899,2715,169.609,0,3556257533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,N,19,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2293,1,62419,3805,165.953,0.004,5093142610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433,1,65504,8001,328.786,0.328,5405620431,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,N,19,A3,3,,14,,,,,,,,,,,,,,,,,,,,,,,,1614,1,54943,2445,151.529,0,3584995566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,1,65504,3625,231.794,0,3473875466,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,19,A4,3,13,,,,,,,,,,,,,,,,,,,,,,,,,1787,1,28748,2319,129.74,0,3969952032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412,1,61708,2876,203.642,0,3137603185,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,M,19,B1,3,12,,,,,,,,,,,,,,,,,,,,,,,,,1072,1,32293,1673,155.994,0,2382209929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,19,B2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1808,1,53297,2672,147.761,0,4016444198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226,1,65504,5880,264.115,0.145,4945758844,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,N,19,B3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,1885,1,37444,2704,143.453,0,4187373523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,19,B4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,2301,1,52571,3265,141.888,0,5111392233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,19,C1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2462,1,56974,3733,151.617,0,5469354949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,1,65504,5297,246.511,0.149,4773458500,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,N,19,C2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,1801,1,46207,2301,127.758,0,4000375694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703,1,65504,7825,289.503,0.327,6003941520,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,,19,C3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,19,C4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1798,1,54789,2462,136.95,0,3994110676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2374,1,65504,6415,270.182,0.193,5274602965,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,A1,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1485,1,42167,1817,122.365,0,3298013631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147,1,65504,6179,287.733,0.19,4770395656,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,A3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,2299,1,60654,3546,154.282,0,5105940999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,1,60124,3218,177.17,0,4034497319,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,A4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1,65504,2078,138.994,0,3320302484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,20,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1,40133,1724,99.967,0.031,3831735393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462,1,65504,7274,295.409,0.289,5469899072,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,B2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2316,1,35630,3224,139.239,0,5144084977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791,1,65504,6658,238.587,0.233,6198931833,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,B3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,1616,1,65504,2509,155.262,0,3589758899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,1,65504,5382,253.397,0.074,4718108429,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,B4,3,13,,,,,,,,,,,,,,,,,,,,,,,,,2245,1,35966,3252,144.816,0,4987908550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,1,45098,2704,134.175,0,4477373820,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,20,C1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2029,1,56149,3568,175.878,0,4506172110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,1,65504,6995,259.593,0.23,5986027230,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,20,C2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2224,1,45832,3589,161.385,0,4939887255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,20,C3,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2051,1,29115,2673,130.3,0,4557013496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,20,C4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1312,1,29995,1537,117.169,0,2914037912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254,1,65504,6391,283.568,0.227,5006304355,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,21,A1,3,,12,,,,,,,,,,,,,,,,,,,,,,,,2165,1,65504,4158,192.091,0.008,4808499949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077,1,32678,2236,107.626,0,4614080283,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,21,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2142,1,65504,3588,167.511,0,4757767265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377,1,65504,6253,263.057,0.179,5280139535,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,21,A3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,2577,1,54932,4667,181.124,0,5723426129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129,1,65504,5049,237.163,0.104,4729322010,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,A4,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1467,1,33205,2138,145.742,0,3259061792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,B2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1679,1,65504,3006,179.041,0.002,3729922301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,B3,4,,12,,,,,,,,,,,,,,,,,,,,,,,,2627,1,46151,4346,165.451,0,5835497483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,B4,3,,12,,,,,,,,,,,,,,,,,,,,,,,,2105,1,41062,3026,143.717,0,4677053849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876,1,65504,3397,181.033,0.001,4167988742,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,C1,4,,,,,,,,,,,,,,,,,,,,,,,,,,2865,1,54954,4095,142.904,0,6365100312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3124,1,65504,7399,236.878,0.246,6938587688,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,C2,3,12,,,,,,,,,,,,,,,,,,,,,,,,,1438,1,38914,2247,156.234,0,3194693533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559,1,49411,1931,123.876,0,3463326672,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,M,21,C3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,2240,1,37034,3337,148.993,0,4974985770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,21,C4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,A1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,A2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,1710,1,48748,2361,138.085,0,3798753203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,A3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1610,1,31937,2176,135.18,0,3576332265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761,1,65504,7378,267.182,0.203,6133790884,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,22,A4,3,,14,,,,,,,,,,,,,,,,,,,,,,,,1964,1,65504,4083,207.911,0.017,4362484367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578,1,56325,2188,138.673,0.027,3504371579,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2043,1,36111,1905,93.208,0,4539247320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664,1,65504,7616,285.824,0.29,5918856788,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,B2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2372,1,33794,3321,140.022,0,5268783803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,1,65504,5403,215.698,0.117,5564309819,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,B3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2160,1,49424,3302,152.837,0,4799156379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615,1,65504,6500,248.623,0.2,5807982802,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,B4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,2563,1,65504,4160,162.348,0.001,5692575203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906,1,65504,7394,254.42,0.272,6456010496,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,C1,3,,,,,,,,,,,,,,,,,,,,,,,,,,2587,1,52085,3199,123.699,0,5745606930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642,1,65504,6015,227.637,0.118,5869806186,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,C2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2357,1,45119,3960,168.001,0,5235447418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432,1,65504,4321,177.656,0.016,5403154542,,,,,,,
